GO:0000016	EC:3.2.1.108	LACTASE-RXN
GO:0004363	EC:6.3.2.3	GLUTATHIONE-SYN-RXN
GO:0004364	EC:2.5.1.18	GSHTRAN-RXN
GO:0004365	EC:1.2.1.12	GAPOXNPHOSPHN-RXN
GO:0004366	EC:2.3.1.15	RXN-1381
GO:0004367	EC:1.1.1.8	1.1.1.8-RXN
GO:0004368	EC:1.1.5.3	RXN0-5260
GO:0004369	EC:1.1.3.21	GLYCEROL-3-PHOSPHATE-OXIDASE-RXN
GO:0004370	EC:2.7.1.30	GLYCEROL-KIN-RXN
GO:0004371	EC:2.7.1.29	GLYCERONE-KINASE-RXN
GO:0004372	EC:2.1.2.1	GLYOHMETRANS-RXN
GO:0004373	EC:2.4.1.11	2.4.1.11-RXN
GO:0004375	EC:1.4.4.2	GCVP-RXN
GO:0004377	EC:2.4.1.131	2.4.1.131-RXN
GO:0004378	EC:2.4.1.132	2.4.1.132-RXN
GO:0004379	EC:2.3.1.97	2.3.1.97-RXN
GO:0004380	EC:2.4.1.40	2.4.1.40-RXN
GO:0004381	EC:2.4.1.37	2.4.1.37-RXN
GO:0004382	EC:3.6.1.42	GUANOSINE-DIPHOSPHATASE-RXN
GO:0004383	EC:4.6.1.2	GUANYLCYC-RXN
GO:0004385	EC:2.7.4.8	GUANYL-KIN-RXN
GO:0004392	EC:1.14.14.18	HEME-OXYGENASE-DECYCLIZING-RXN
GO:0004395	EC:2.1.1.114	2.1.1.114-RXN
GO:0004396	EC:2.7.1.1	HEXOKINASE-RXN
GO:0004397	EC:4.3.1.3	HISTIDINE-AMMONIA-LYASE-RXN
GO:0004398	EC:4.1.1.22	HISTIDINE-DECARBOXYLASE-RXN
GO:0004399	EC:1.1.1.23	HISTOLDEHYD-RXN
GO:0004400	EC:2.6.1.9	HISTAMINOTRANS-RXN
GO:0004401	EC:3.1.3.15	HISTIDPHOS-RXN
GO:0004402	EC:2.3.1.48	HISTONE-ACETYLTRANSFERASE-RXN
GO:0004407	EC:3.5.1.98	3.5.1.98-RXN
GO:0004408	EC:4.4.1.17	HOLOCYTOCHROME-C-SYNTHASE-RXN
GO:0004409	EC:4.2.1.36	HOMOACONITATE-HYDRATASE-RXN
GO:0004410	EC:2.3.3.14	HOMOCITRATE-SYNTHASE-RXN
GO:0004411	EC:1.13.11.5	HOMOGENTISATE-12-DIOXYGENASE-RXN
GO:0004412	EC:1.1.1.3	HOMOSERDEHYDROG-RXN
GO:0004413	EC:2.7.1.39	HOMOSERKIN-RXN
GO:0004414	EC:2.3.1.31	HOMOSERINE-O-ACETYLTRANSFERASE-RXN
GO:0004415	EC:3.2.1.35	3.2.1.35-RXN
GO:0004416	EC:3.1.2.6	GLYOXII-RXN
GO:0004417	EC:2.7.1.50	THIAZOLSYN3-RXN
GO:0004418	EC:2.5.1.61	OHMETHYLBILANESYN-RXN
GO:0004419	EC:4.1.3.4	HYDROXYMETHYLGLUTARYL-COA-LYASE-RXN
GO:0004420	EC:1.1.1.34	1.1.1.34-RXN
GO:0004421	EC:2.3.3.10	HYDROXYMETHYLGLUTARYL-COA-SYNTHASE-RXN
GO:0004422	EC:2.4.2.8	HYPOXANPRIBOSYLTRAN-RXN
GO:0004423	EC:3.1.6.13	3.1.6.13-RXN
GO:0004424	EC:4.2.1.19	IMIDPHOSDEHYD-RXN
GO:0004425	EC:4.1.1.48	IGPSYN-RXN
GO:0004427	EC:3.6.1.1	INORGPYROPHOSPHAT-RXN
GO:0004430	EC:2.7.1.67	1-PHOSPHATIDYLINOSITOL-KINASE-RXN
GO:0004435	EC:3.1.4.11	3.1.4.11-RXN
GO:0004436	EC:4.6.1.13	3.1.4.10-RXN
GO:0004438	EC:3.1.3.64	PHOSPHATIDYLINOSITOL-3-PHOSPHATASE-RXN
GO:0004439	EC:3.1.3.36	PHOSPHATIDYLINOSITOL-BISPHOSPHATASE-RXN
GO:0004441	EC:3.1.3.57	3.1.3.57-RXN
GO:0004446	EC:3.1.3.62	RXN-7920
GO:0004447	EC:1.11.1.8	IODIDE-PEROXIDASE-RXN
GO:0004448	NA	ISOCITDEH-RXN
GO:0004449	EC:1.1.1.41	ISOCITRATE-DEHYDROGENASE-NAD+-RXN
GO:0004450	EC:1.1.1.42	ISOCITDEH-RXN
GO:0004451	EC:4.1.3.1	ISOCIT-CLEAV-RXN
GO:0004452	EC:5.3.3.2	IPPISOM-RXN
GO:0004453	EC:3.1.1.59	JUVENILE-HORMONE-ESTERASE-RXN
GO:0004454	EC:2.7.1.3	KETOHEXOKINASE-RXN
GO:0004455	EC:1.1.1.86	ACETOLACTREDUCTOISOM-RXN
GO:0004456	EC:4.2.1.12	PGLUCONDEHYDRAT-RXN
GO:0004458	EC:1.1.2.4	D-LACTATE-DEHYDROGENASE-CYTOCHROME-RXN
GO:0004459	EC:1.1.1.27	L-LACTATE-DEHYDROGENASE-RXN
GO:0004460	EC:1.1.2.3	L-LACTATE-DEHYDROGENASE-CYTOCHROME-RXN
GO:0004461	EC:2.4.1.22	LACTOSE-SYNTHASE-RXN
GO:0004462	EC:4.4.1.5	GLYOXI-RXN
GO:0004463	EC:3.3.2.6	LEUKOTRIENE-A4-HYDROLASE-RXN
GO:0004464	EC:4.4.1.20	LEUKOTRIENE-C4-SYNTHASE-RXN
GO:0004465	EC:3.1.1.34	LIPOPROTEIN-LIPASE-RXN
GO:0004466	EC:1.3.8.8	LONG-CHAIN-ACYL-COA-DEHYDROGENASE-RXN
GO:0004467	EC:6.2.1.3	PWY-5143
GO:0004468	EC:2.3.1.32	LYSINE-N-ACETYLTRANSFERASE-RXN
GO:0004471	EC:1.1.1.39	MALIC-NAD-RXN
GO:0004473	EC:1.1.1.40	MALIC-NADP-RXN
GO:0004474	EC:2.3.3.9	MALSYN-RXN
GO:0004475	EC:2.7.7.13	2.7.7.13-RXN
GO:0004476	EC:5.3.1.8	MANNPISOM-RXN
GO:0004477	EC:3.5.4.9	METHENYLTHFCYCLOHYDRO-RXN
GO:0004478	EC:2.5.1.6	S-ADENMETSYN-RXN
GO:0004479	EC:2.1.2.9	METHIONYL-TRNA-FORMYLTRANSFERASE-RXN
GO:0004481	EC:2.1.1.16	2.1.1.16-RXN
GO:0004482	EC:2.1.1.56	MRNA-GUANINE-N7--METHYLTRANSFERASE-RXN
GO:0004483	EC:2.1.1.57	2.1.1.57-RXN
GO:0004484	EC:2.7.7.50	MRNA-GUANYLYLTRANSFERASE-RXN
GO:0004485	EC:6.4.1.4	METHYLCROTONYL-COA-CARBOXYLASE-RXN
GO:0004487	EC:1.5.1.15	1.5.1.15-RXN
GO:0004488	EC:1.5.1.5	METHYLENETHFDEHYDROG-NADP-RXN
GO:0004489	EC:1.5.1.20	1.5.1.20-RXN
GO:0004490	EC:4.2.1.18	METHYLGLUTACONYL-COA-HYDRATASE-RXN
GO:0004491	EC:1.2.1.27	1.2.1.27-RXN
GO:0004492	EC:7.2.4.3	METHYLMALONYL-COA-DECARBOXYLASE-RXN
GO:0004493	EC:5.1.99.1	METHYLMALONYL-COA-EPIM-RXN
GO:0004494	EC:5.4.99.2	METHYLMALONYL-COA-MUT-RXN
GO:0004496	EC:2.7.1.36	MEVALONATE-KINASE-RXN
GO:0004498	EC:1.14.15.18	CALCIDIOL-1-MONOOXYGENASE-RXN
GO:0004499	EC:1.14.13.8	1.14.13.8-RXN
GO:0004500	EC:1.14.17.1	DOPAMINE-BETA-MONOOXYGENASE-RXN
GO:0004501	EC:1.14.99.22	ECDYSONE-20-MONOOXYGENASE-RXN
GO:0004502	EC:1.14.13.9	KYNURENINE-3-MONOOXYGENASE-RXN
GO:0004503	EC:1.14.18.1	MONOPHENOL-MONOOXYGENASE-RXN
GO:0004504	EC:1.14.17.3	PEPTIDYLGLYCINE-MONOOXYGENASE-RXN
GO:0004505	EC:1.14.16.1	PHENYLALANINE-4-MONOOXYGENASE-RXN
GO:0004506	EC:1.14.14.17	SQUALENE-MONOOXYGENASE-RXN
GO:0004507	EC:1.14.15.4	STEROID-11-BETA-MONOOXYGENASE-RXN
GO:0004508	EC:1.14.14.19	STEROID-17-ALPHA-MONOOXYGENASE-RXN
GO:0004509	EC:1.14.14.16	STEROID-21-MONOOXYGENASE-RXN
GO:0004510	EC:1.14.16.4	TRYPTOPHAN-5-MONOOXYGENASE-RXN
GO:0004511	EC:1.14.16.2	TYROSINE-3-MONOOXYGENASE-RXN
GO:0004512	EC:5.5.1.4	MYO-INOSITOL-1-PHOSPHATE-SYNTHASE-RXN
GO:0004513	EC:2.4.99.10	2.4.99.10-RXN
GO:0004514	EC:2.4.2.19	QUINOPRIBOTRANS-RXN
GO:0004515	EC:2.7.7.18	NICONUCADENYLYLTRAN-RXN
GO:0004516	EC:6.3.4.21	NICOTINATEPRIBOSYLTRANS-RXN
GO:0004517	EC:1.14.13.39	NITRIC-OXIDE-SYNTHASE-RXN
GO:0004522	EC:4.6.1.18	3.1.27.5-RXN
GO:0004523	EC:3.1.26.4	3.1.26.4-RXN
GO:0004525	EC:3.1.26.3	3.1.26.3-RXN
GO:0004526	EC:3.1.26.5	3.1.26.5-RXN
GO:0004528	EC:3.1.4.1	3.1.4.1-RXN
GO:0004530	EC:3.1.21.1	3.1.21.1-RXN
GO:0004531	EC:3.1.22.1	3.1.22.1-RXN
GO:0004533	EC:3.1.13.2	3.1.13.2-RXN
GO:0004535	EC:3.1.13.4	3.1.13.4-RXN
GO:0004550	EC:2.7.4.6	NUCLEOSIDE-DIP-KIN-RXN
GO:0004551	EC:3.6.1.9	NUCLEOTIDE-PYROPHOSPHATASE-RXN
GO:0004552	EC:1.1.1.73	OCTANOL-DEHYDROGENASE-RXN
GO:0004555	EC:3.2.1.28	TREHALA-RXN
GO:0004556	EC:3.2.1.1	RXN-1825
GO:0004557	EC:3.2.1.22	ALPHAGALACTOSID-RXN
GO:0004558	EC:3.2.1.20	MALTODEXGLUCOSID-RXN
GO:0004559	EC:3.2.1.24	3.2.1.24-RXN
GO:0004560	EC:3.2.1.51	ALPHA-L-FUCOSIDASE-RXN
GO:0004561	EC:3.2.1.50	3.2.1.50-RXN
GO:0004563	EC:3.2.1.52	3.2.1.52-RXN
GO:0004564	EC:3.2.1.26	RXN-9985
GO:0004565	EC:3.2.1.23	BGALACT-PWY
GO:0004566	EC:3.2.1.31	BETA-GLUCURONID-RXN
GO:0004567	EC:3.2.1.25	3.2.1.25-RXN
GO:0004568	EC:3.2.1.14	3.2.1.14-RXN
GO:0004569	EC:3.2.1.130	3.2.1.130-RXN
GO:0004571	EC:3.2.1.113	3.2.1.113-RXN
GO:0004572	EC:3.2.1.114	3.2.1.114-RXN
GO:0004573	EC:3.2.1.106	3.2.1.106-RXN
GO:0004574	EC:3.2.1.10	3.2.1.10-RXN
GO:0004575	EC:3.2.1.48	RXN-1461
GO:0004577	EC:2.4.1.141	2.4.1.141-RXN
GO:0004578	EC:2.4.1.142	2.4.1.142-RXN
GO:0004579	EC:2.4.99.18	2.4.1.119-RXN
GO:0004581	EC:2.4.1.117	2.4.1.117-RXN
GO:0004582	EC:2.4.1.83	2.4.1.83-RXN
GO:0004583	NA	RXN-5472
GO:0004584	EC:2.4.1.130	2.4.1.130-RXN
GO:0004585	EC:2.1.3.3	RXN-13482
GO:0004586	EC:4.1.1.17	ORNDECARBOX-RXN
GO:0004587	EC:2.6.1.13	ORNITHINE--OXO-ACID-AMINOTRANSFERASE-RXN
GO:0004588	EC:2.4.2.10	OROPRIBTRANS-RXN
GO:0004589	EC:1.3.1.14	OROTATE-REDUCTASE-NADH-RXN
GO:0004590	EC:4.1.1.23	OROTPDECARB-RXN
GO:0004591	EC:1.2.4.2	2OXOGLUTDECARB-RXN
GO:0004592	EC:6.3.2.1	PANTOATE-BETA-ALANINE-LIG-RXN
GO:0004593	EC:3.5.1.22	PANTOTHENASE-RXN
GO:0004594	EC:2.7.1.33	PANTOTHENATE-KIN-RXN
GO:0004595	EC:2.7.7.3	PANTEPADENYLYLTRAN-RXN
GO:0004596	NA	PEPTIDE-ALPHA-N-ACETYLTRANSFERASE-RXN
GO:0004598	EC:4.3.2.5	PEPTIDYLAMIDOGLYCOLATE-LYASE-RXN
GO:0004601	NA	PEROXID-RXN
GO:0004602	EC:1.11.1.9	GLUTATHIONE-PEROXIDASE-RXN
GO:0004603	EC:2.1.1.28	2.1.1.28-RXN
GO:0004604	EC:1.8.4.8	1.8.4.8-RXN
GO:0004605	EC:2.7.7.41	CDPDIGLYSYN-RXN
GO:0004607	EC:2.3.1.43	2.3.1.43-RXN
GO:0004608	EC:2.1.1.17	2.1.1.17-RXN
GO:0004609	EC:4.1.1.65	PHOSPHASERDECARB-RXN
GO:0004610	EC:5.4.2.3	PHOSACETYLGLUCOSAMINEMUT-RXN
GO:0004612	EC:4.1.1.49	PEPCARBOXYKIN-RXN
GO:0004613	EC:4.1.1.32	4.1.1.32-RXN
GO:0004614	EC:5.4.2.2	PHOSPHOGLUCMUT-RXN
GO:0004615	EC:5.4.2.8	PHOSMANMUT-RXN
GO:0004616	EC:1.1.1.44	6PGLUCONDEHYDROG-RXN
GO:0004617	EC:1.1.1.95	PGLYCDEHYDROG-RXN
GO:0004618	EC:2.7.2.3	PHOSGLYPHOS-RXN
GO:0004619	EC:5.4.2.1	3PGAREARR-RXN
GO:0004621	EC:3.1.4.50	GLYCOPROTEIN-PHOSPHOLIPASE-D-RXN
GO:0004622	EC:3.1.1.5	LYSOPHOSPHOLIPASE-RXN
GO:0004623	EC:3.1.1.4	RXN-15067
GO:0004629	EC:3.1.4.3	PHOSPHOLIPASE-C-RXN
GO:0004630	EC:3.1.4.4	PHOSCHOL-RXN
GO:0004631	EC:2.7.4.2	PHOSPHOMEVALONATE-KINASE-RXN
GO:0004632	EC:6.3.2.5	P-PANTOCYSLIG-RXN
GO:0004633	EC:4.1.1.36	P-PANTOCYSDECARB-RXN
GO:0004634	EC:4.2.1.11	2PGADEHYDRAT-RXN
GO:0004635	EC:3.5.4.19	HISTCYCLOHYD-RXN
GO:0004636	EC:3.6.1.31	HISTPRATPHYD-RXN
GO:0004637	EC:6.3.4.13	GLYRIBONUCSYN-RXN
GO:0004638	EC:4.1.1.21	AIRCARBOXY-RXN
GO:0004639	EC:6.3.2.6	SAICARSYN-RXN
GO:0004640	EC:5.3.1.24	PRAISOM-RXN
GO:0004641	EC:6.3.3.1	AIRS-RXN
GO:0004642	EC:6.3.5.3	FGAMSYN-RXN
GO:0004643	EC:2.1.2.3	AICARTRANSFORM-RXN
GO:0004644	EC:2.1.2.2	GART-RXN
GO:0004645	EC:2.4.1.1	RXN-1826
GO:0004648	EC:2.6.1.52	PSERTRANSAM-RXN
GO:0004649	EC:3.2.1.143	3.2.1.143-RXN
GO:0004650	EC:3.2.1.15	RXN-2103
GO:0004651	EC:3.1.3.33	POLYNUCLEOTIDE-5-PHOSPHATASE-RXN
GO:0004652	EC:2.7.7.19	POLYNUCLEOTIDE-ADENYLYLTRANSFERASE-RXN
GO:0004653	EC:2.4.1.41	2.4.1.41-RXN
GO:0004654	EC:2.7.7.8	2.7.7.8-RXN
GO:0004655	EC:4.2.1.24	PORPHOBILSYNTH-RXN
GO:0004656	EC:1.14.11.2	1.14.11.2-RXN
GO:0004657	EC:1.5.99.8	RXN-7181
GO:0004658	EC:6.4.1.3	PROPIONYL-COA-CARBOXY-RXN
GO:0004659	NA	GPPSYN-RXN
GO:0004660	EC:2.5.1.58	2.5.1.58-RXN
GO:0004662	EC:2.5.1.59	RXN-3701
GO:0004663	EC:2.5.1.60	RXN-3701
GO:0004664	EC:4.2.1.51	PREPHENATEDEHYDRAT-RXN
GO:0004665	EC:1.3.1.13	PREPHENATE-DEHYDROGENASE-NADP+-RXN
GO:0004666	EC:1.14.99.1	PROSTAGLANDIN-ENDOPEROXIDE-SYNTHASE-RXN
GO:0004667	EC:5.3.99.2	PROSTAGLANDIN-D-SYNTHASE-RXN
GO:0004668	EC:3.5.3.15	PROTEIN-ARGININE-DEIMINASE-RXN
GO:0004671	EC:2.1.1.100	2.1.1.100-RXN
GO:0004672	NA	PROTEIN-KINASE-RXN
GO:0004673	EC:2.7.13.3	2.7.13.3-RXN
GO:0004675	EC:2.7.11.30	2.7.11.30-RXN
GO:0004683	EC:2.7.11.17	2.7.11.17-RXN
GO:0004686	EC:2.7.11.20	2.7.11.20-RXN
GO:0004687	EC:2.7.11.18	2.7.11.18-RXN
GO:0004689	EC:2.7.11.19	2.7.11.19-RXN
GO:0004691	EC:2.7.11.11	2.7.11.11-RXN
GO:0004692	EC:2.7.11.12	2.7.11.12-RXN
GO:0004693	EC:2.7.11.22	2.7.11.22-RXN
GO:0004697	EC:2.7.11.13	2.7.11.13-RXN
GO:0004707	EC:2.7.11.24	2.7.11.24-RXN
GO:0004708	EC:2.7.12.2	2.7.12.2-RXN
GO:0004709	EC:2.7.11.25	2.7.11.25-RXN
GO:0004714	EC:2.7.10.1	2.7.10.1-RXN
GO:0004715	EC:2.7.10.2	2.7.10.2-RXN
GO:0004719	EC:2.1.1.77	2.1.1.77-RXN
GO:0004720	EC:1.4.3.13	PROTEIN-LYSINE-6-OXIDASE-RXN
GO:0004721	NA	3.1.3.16-RXN
GO:0004725	EC:3.1.3.48	PROTEIN-TYROSINE-PHOSPHATASE-RXN
GO:0004729	EC:1.3.3.4	PROTOPORGENOXI-RXN
GO:0004730	EC:4.2.1.70	PSEUDOURIDYLATE-SYNTHASE-RXN
GO:0004731	EC:2.4.2.1	PNP-RXN
GO:0004732	EC:1.2.3.8	PYRIDOXAL-OXIDASE-RXN
GO:0004733	EC:1.4.3.5	PMPOXI-RXN
GO:0004734	EC:1.5.4.1	1.5.4.1-RXN
GO:0004735	EC:1.5.1.2	PYRROLINECARBREDUCT-RXN
GO:0004736	EC:6.4.1.1	PYRUVATE-CARBOXYLASE-RXN
GO:0004737	EC:4.1.1.1	PYRUVATE-DECARBOXYLASE-RXN
GO:0004738	NA	RXN0-1134
GO:0004740	EC:2.7.11.2	2.7.11.2-RXN
GO:0004741	EC:3.1.3.43	3.1.3.43-RXN
GO:0004743	EC:2.7.1.40	PEPDEPHOS-RXN
GO:0004744	NA	RETINAL-ISOMERASE-RXN
GO:0004745	EC:1.1.1.105	RETINOL-DEHYDROGENASE-RXN
GO:0004746	EC:2.5.1.9	RIBOFLAVIN-SYN-RXN
GO:0004747	EC:2.7.1.15	RIBOKIN-RXN
GO:0004748	EC:1.17.4.1	RIBONUCLEOSIDE-DIP-REDUCTI-RXN
GO:0004749	EC:2.7.6.1	PWY0-662
GO:0004750	EC:5.1.3.1	RIBULP3EPIM-RXN
GO:0004751	EC:5.3.1.6	RIB5PISOM-RXN
GO:0004754	EC:1.5.1.7	1.5.1.7-RXN
GO:0004755	EC:1.5.1.10	RXN3O-127
GO:0004756	EC:2.7.9.3	2.7.9.3-RXN
GO:0004757	EC:1.1.1.153	SEPIAPTERIN-REDUCTASE-RXN
GO:0004758	EC:2.3.1.50	SERINE-C-PALMITOYLTRANSFERASE-RXN
GO:0004760	EC:2.6.1.51	SERINE--PYRUVATE-AMINOTRANSFERASE-RXN
GO:0004764	EC:1.1.1.282	SHIKIMATE-5-DEHYDROGENASE-RXN
GO:0004765	EC:2.7.1.71	SHIKIMATE-KINASE-RXN
GO:0004766	EC:2.5.1.16	SPERMIDINESYN-RXN
GO:0004767	EC:3.1.4.12	SPHINGOMYELIN-PHOSPHODIESTERASE-RXN
GO:0004768	EC:1.14.19.1	1.14.19.1-RXN
GO:0004769	EC:5.3.3.1	STEROID-DELTA-ISOMERASE-RXN
GO:0004771	EC:3.1.1.13	STEROL-ESTERASE-RXN
GO:0004773	EC:3.1.6.2	STERYL-SULFATASE-RXN
GO:0004775	EC:6.2.1.5	SUCCCOASYN-RXN
GO:0004776	EC:6.2.1.4	SUCCINATE--COA-LIGASE-GDP-FORMING-RXN
GO:0004777	EC:1.2.1.24	SUCCINATE-SEMIALDEHYDE-DEHYDROGENASE-RXN
GO:0004778	EC:3.1.2.3	SUCCINYL-COA-HYDROLASE-RXN
GO:0004780	EC:2.7.7.5	SULFATE-ADENYLYLTRANSFERASE-ADP-RXN
GO:0004781	EC:2.7.7.4	SULFATE-ADENYLYLTRANS-RXN
GO:0004782	EC:4.1.1.29	SULFINOALANINE-DECARBOXYLASE-RXN
GO:0004783	EC:1.8.1.2	SULFITE-REDUCT-RXN
GO:0004784	EC:1.15.1.1	SUPEROX-DISMUT-RXN
GO:0004788	EC:2.7.6.2	THIAMIN-PYROPHOSPHOKINASE-RXN
GO:0004789	EC:2.5.1.3	THI-P-SYN-RXN
GO:0004790	EC:2.1.1.96	THIOETHER-S-METHYLTRANSFERASE-RXN
GO:0004791	EC:1.8.1.9	THIOREDOXIN-REDUCT-NADPH-RXN
GO:0004792	EC:2.8.1.1	THIOSULFATE-SULFURTRANSFERASE-RXN
GO:0004793	EC:4.1.2.5	THREONINE-ALDOLASE-RXN
GO:0004794	EC:4.3.1.19	THREDEHYD-RXN
GO:0004795	EC:4.2.3.1	THRESYN-RXN
GO:0004796	EC:5.3.99.5	THROMBOXANE-A-SYNTHASE-RXN
GO:0004797	EC:2.7.1.21	THYKI-RXN
GO:0004798	EC:2.7.4.9	DTMPKI-RXN
GO:0004799	EC:2.1.1.45	THYMIDYLATESYN-RXN
GO:0004800	EC:1.21.99.4	THYROXINE-DEIODINASE-RXN
GO:0004801	EC:2.2.1.2	TRANSALDOL-RXN
GO:0004802	EC:2.2.1.1	1TRANSKETO-RXN
GO:0004805	EC:3.1.3.12	TREHALOSEPHOSPHA-RXN
GO:0004806	EC:3.1.1.3	TRIACYLGLYCEROL-LIPASE-RXN
GO:0004807	EC:5.3.1.1	TRIOSEPISOMERIZATION-RXN
GO:0004808	EC:2.1.1.61	2.1.1.61-RXN
GO:0004810	EC:2.7.7.72	TRNA-ADENYLYLTRANSFERASE-RXN
GO:0004813	EC:6.1.1.7	ALANINE--TRNA-LIGASE-RXN
GO:0004814	EC:6.1.1.19	ARGININE--TRNA-LIGASE-RXN
GO:0004815	EC:6.1.1.12	ASPARTATE--TRNA-LIGASE-RXN
GO:0004816	EC:6.1.1.22	ASPARAGINE--TRNA-LIGASE-RXN
GO:0004817	EC:6.1.1.16	CYSTEINE--TRNA-LIGASE-RXN
GO:0004818	EC:6.1.1.17	GLURS-RXN
GO:0004819	EC:6.1.1.18	GLUTAMINE--TRNA-LIGASE-RXN
GO:0004820	EC:6.1.1.14	GLYCINE--TRNA-LIGASE-RXN
GO:0004821	EC:6.1.1.21	HISTIDINE--TRNA-LIGASE-RXN
GO:0004822	EC:6.1.1.5	ISOLEUCINE--TRNA-LIGASE-RXN
GO:0004823	EC:6.1.1.4	LEUCINE--TRNA-LIGASE-RXN
GO:0004824	EC:6.1.1.6	LYSINE--TRNA-LIGASE-RXN
GO:0004825	EC:6.1.1.10	METHIONINE--TRNA-LIGASE-RXN
GO:0004826	EC:6.1.1.20	PHENYLALANINE--TRNA-LIGASE-RXN
GO:0004827	EC:6.1.1.15	PROLINE--TRNA-LIGASE-RXN
GO:0004828	EC:6.1.1.11	SERINE--TRNA-LIGASE-RXN
GO:0004829	EC:6.1.1.3	THREONINE--TRNA-LIGASE-RXN
GO:0004830	EC:6.1.1.2	TRYPTOPHAN--TRNA-LIGASE-RXN
GO:0004831	EC:6.1.1.1	TYROSINE--TRNA-LIGASE-RXN
GO:0004832	EC:6.1.1.9	VALINE--TRNA-LIGASE-RXN
GO:0004833	EC:1.13.11.11	TRYPTOPHAN-23-DIOXYGENASE-RXN
GO:0004834	EC:4.2.1.20	TRYPSYN-RXN
GO:0004835	EC:6.3.2.25	6.3.2.25-RXN
GO:0004837	EC:4.1.1.25	TYROSINE-DECARBOXYLASE-RXN
GO:0004838	EC:2.6.1.5	TYROSINE-AMINOTRANSFERASE-RXN
GO:0004845	EC:2.4.2.9	URACIL-PRIBOSYLTRANS-RXN
GO:0004846	EC:1.7.3.3	URATE-OXIDASE-RXN
GO:0004847	EC:6.3.4.6	UREA-CARBOXYLASE-RXN
GO:0004848	EC:3.5.3.19	UREIDOGLYCOLATE-HYDROLASE-RXN
GO:0004849	EC:2.7.1.48	URIDINEKIN-RXN
GO:0004850	EC:2.4.2.3	URPHOS-RXN
GO:0004851	EC:2.1.1.107	UROPORIIIMETHYLTRANSA-RXN
GO:0004852	EC:4.2.1.75	UROGENIIISYN-RXN
GO:0004853	EC:4.1.1.37	UROGENDECARBOX-RXN
GO:0004854	EC:1.17.1.4	RXN0-901
GO:0004855	EC:1.17.3.2	XANTHINE-OXIDASE-RXN
GO:0004856	EC:2.7.1.17	XYLULOKIN-RXN
GO:0005260	EC:5.6.1.6	3.6.3.49-RXN
GO:0005388	EC:7.2.2.10	3.6.3.8-RXN
GO:0005391	EC:7.2.2.13	3.6.3.9-RXN
GO:0005978	NA	GLYCOGENSYNTH-PWY
GO:0005980	NA	GLYCOCAT-PWY
GO:0005983	NA	PWY-842
GO:0005986	NA	SUCSYN-PWY
GO:0005992	NA	TRESYN-PWY
GO:0005993	NA	TREDEGLOW-PWY
GO:0005998	NA	XYLCAT-PWY
GO:0006015	NA	PWY0-661
GO:0006043	NA	GLUAMCAT-PWY
GO:0006048	NA	UDPNAGSYN-PWY
GO:0006060	NA	P461-PWY
GO:0006062	NA	SORBDEG-PWY
GO:0006065	NA	PWY-4841
GO:0006071	NA	GLYCEROLMETAB-PWY
GO:0006085	NA	PWY-5173
GO:0006086	NA	PYRUVDEHYD-PWY
GO:0006090	NA	P41-PWY
GO:0006094	NA	GLUCONEO-PWY
GO:0006096	NA	GLYCOLYSIS-VARIANTS
GO:0006097	NA	GLYOXYLATE-BYPASS
GO:0006098	NA	PENTOSE-P-PWY
GO:0006099	NA	TCA
GO:0006113	NA	FERMENTATION-PWY
GO:0006125	NA	THIOREDOX-PWY
GO:0006127	NA	PWY-6118
GO:0006164	NA	DENOVOPURINE2-PWY
GO:0006166	NA	P121-PWY
GO:0006418	NA	TRNA-CHARGING-PWY
GO:0006526	NA	ARGSYNBSUB-PWY
GO:0006528	NA	ASPARAGINESYN-PWY
GO:0006535	NA	CYSTSYN-PWY
GO:0006539	NA	P162-PWY
GO:0006540	NA	PWY3O-210
GO:0006542	NA	GLNSYN-PWY
GO:0006545	NA	GLYCINE-SYN2-PWY
GO:0006550	NA	ILEUDEG-PWY
GO:0006552	NA	LEU-DEG2-PWY
GO:0006556	NA	SAM-PWY
GO:0006561	NA	PWY-3341
GO:0006564	NA	SERSYN-PWY
GO:0006565	NA	SERDEG-PWY
GO:0006567	NA	THREOCAT-PWY
GO:0006574	NA	VALDEG-PWY
GO:0006596	NA	POLYAMSYN-PWY
GO:0006633	NA	PWY-5156
GO:0006636	NA	PWY-782
GO:0006657	NA	PWY3O-450
GO:0006744	NA	UBISYN-PWY
GO:0006750	NA	GLUTATHIONESYN-PWY
GO:0006769	NA	PWY-5083
GO:0006777	NA	PWY-6823
GO:0006783	NA	HEMESYN2-PWY
GO:0008106	EC:1.1.1.2	ALCOHOL-DEHYDROGENASE-NADP+-RXN
GO:0008107	EC:2.4.1.69	GALACTOSIDE-2-L-FUCOSYLTRANSFERASE-RXN
GO:0008108	EC:2.7.7.12	GALACTURIDYLYLTRANS-RXN
GO:0008109	EC:2.4.1.150	2.4.1.150-RXN
GO:0008110	EC:2.6.1.38	HISTTRANSAM-RXN
GO:0008111	EC:5.1.99.4	5.1.99.4-RXN
GO:0008112	EC:2.1.1.1	NICOTINAMIDE-N-METHYLTRANSFERASE-RXN
GO:0008113	EC:1.8.4.11	RXN-8669
GO:0008114	EC:1.1.1.43	1.1.1.43-RXN
GO:0008115	EC:1.5.3.1	SARCOX-RXN
GO:0008116	EC:5.3.99.4	PROSTAGLANDIN-I-SYNTHASE-RXN
